generation,population size,mutation rate,generations,fitness,best path
49,1000,0.2,150,3270,"[2, 2, 0, 0, 2, 2, 0, 0, 1, 0, 2, 0, 3, 0, 0, 2, 0, 2, 2, 2, 2, 2, 2, 0, 2, 1, 2, 2, 2, 0, 0, 3, 1, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 3, 3, 3, 3, 2, 2, 1, 1, 1, 2, 1, 0, 1, 2, 3, 2, 3, 3, 1, 1, 2, 2, 0, 0, 3, 3, 3, 0, 0]"
50,1000,0.2,150,3270,"[2, 2, 0, 0, 2, 2, 0, 0, 1, 0, 2, 0, 3, 0, 0, 2, 0, 2, 2, 2, 2, 2, 2, 0, 2, 1, 2, 2, 3, 0, 0, 3, 1, 2, 2, 2, 0, 0, 3, 2, 0, 0, 0, 0, 3, 3, 3, 3, 2, 2, 1, 1, 1, 1, 1, 0, 1, 2, 3, 2, 3, 3, 2, 1, 2, 1, 0, 0, 3, 3, 3, 0, 0]"
51,1000,0.2,150,3270,"[2, 2, 0, 0, 1, 2, 0, 0, 2, 0, 2, 0, 3, 0, 0, 2, 0, 2, 2, 2, 2, 2, 2, 0, 2, 1, 2, 2, 2, 0, 0, 3, 1, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 3, 3, 3, 3, 2, 2, 1, 1, 1, 2, 1, 0, 1, 2, 3, 2, 3, 3, 1, 1, 2, 2, 0, 0, 3, 3, 3, 0, 0]"
52,1000,0.2,150,3270,"[2, 2, 0, 0, 2, 2, 0, 0, 1, 0, 2, 0, 3, 0, 0, 2, 0, 2, 3, 2, 2, 2, 2, 0, 2, 1, 2, 2, 2, 0, 0, 3, 0, 2, 3, 2, 0, 0, 3, 2, 2, 2, 0, 0, 3, 3, 3, 3, 3, 2, 1, 1, 1, 2, 1, 0, 1, 2, 3, 2, 3, 3, 1, 1, 2, 2, 2, 0, 3, 3, 3, 1, 1]"
53,1000,0.2,150,3270,"[2, 2, 0, 0, 1, 2, 0, 0, 2, 0, 2, 0, 3, 0, 0, 2, 0, 2, 1, 2, 2, 2, 2, 0, 2, 1, 2, 2, 2, 0, 0, 3, 2, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 3, 3, 3, 3, 2, 2, 1, 1, 1, 2, 1, 0, 1, 2, 3, 3, 3, 3, 1, 1, 2, 2, 0, 1, 3, 3, 3, 0, 0]"
54,1000,0.2,150,3270,"[2, 2, 0, 0, 1, 2, 0, 0, 2, 0, 2, 0, 3, 0, 0, 2, 0, 2, 1, 2, 2, 2, 2, 0, 2, 1, 2, 2, 2, 0, 0, 3, 2, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 3, 3, 3, 3, 2, 2, 1, 1, 3, 2, 1, 0, 1, 2, 3, 3, 3, 3, 1, 1, 2, 1, 0, 1, 3, 3, 3, 0, 0]"
55,1000,0.2,150,3270,"[2, 2, 0, 0, 1, 2, 0, 0, 2, 0, 2, 0, 3, 0, 0, 2, 0, 2, 1, 2, 2, 2, 2, 0, 2, 1, 2, 2, 2, 0, 0, 3, 2, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 3, 3, 3, 3, 2, 2, 1, 1, 1, 2, 1, 1, 1, 2, 3, 3, 3, 3, 3, 1, 2, 1, 0, 1, 3, 3, 3, 0, 0]"
56,1000,0.2,150,3270,"[2, 2, 0, 1, 0, 2, 0, 0, 2, 0, 2, 0, 3, 0, 0, 2, 0, 2, 1, 2, 2, 0, 2, 0, 2, 2, 2, 2, 3, 0, 0, 2, 2, 2, 2, 2, 0, 0, 3, 3, 0, 0, 1, 0, 3, 3, 3, 3, 2, 2, 1, 1, 3, 2, 1, 1, 1, 2, 2, 2, 3, 3, 1, 1, 2, 2, 0, 1, 3, 3, 1, 0, 1]"
57,1000,0.2,150,3270,"[2, 2, 0, 1, 0, 2, 0, 0, 2, 0, 2, 0, 3, 0, 0, 2, 0, 2, 1, 2, 2, 0, 2, 0, 2, 2, 2, 2, 3, 0, 0, 2, 2, 2, 2, 2, 0, 0, 3, 3, 0, 0, 1, 0, 3, 3, 3, 3, 2, 2, 1, 1, 3, 3, 1, 1, 1, 2, 2, 2, 3, 3, 1, 1, 2, 3, 0, 1, 3, 3, 1, 0, 1]"
58,1000,0.2,150,3270,"[2, 2, 0, 1, 0, 2, 0, 0, 2, 0, 2, 0, 3, 0, 0, 2, 0, 2, 1, 2, 2, 0, 2, 0, 1, 2, 2, 2, 3, 0, 0, 1, 2, 2, 2, 2, 0, 0, 2, 3, 0, 0, 0, 0, 3, 3, 3, 3, 2, 2, 1, 1, 3, 3, 1, 1, 1, 2, 2, 2, 3, 3, 3, 1, 2, 3, 0, 1, 3, 3, 0, 0, 1]"
59,1000,0.2,150,3270,"[2, 2, 0, 1, 0, 2, 0, 0, 2, 0, 2, 0, 3, 0, 0, 2, 0, 2, 1, 2, 2, 0, 2, 0, 1, 3, 2, 2, 2, 0, 0, 1, 2, 2, 2, 2, 0, 0, 2, 3, 0, 0, 0, 0, 3, 3, 3, 3, 2, 2, 1, 1, 3, 3, 1, 1, 2, 2, 2, 2, 3, 3, 3, 1, 2, 3, 0, 1, 3, 3, 0, 0, 0]"
60,1000,0.2,150,3270,"[2, 2, 0, 1, 0, 2, 0, 0, 2, 0, 2, 0, 3, 0, 0, 2, 0, 2, 1, 2, 2, 0, 2, 0, 2, 2, 2, 2, 3, 0, 0, 2, 2, 2, 2, 2, 0, 0, 3, 3, 0, 0, 1, 0, 3, 3, 3, 3, 2, 2, 1, 1, 3, 3, 1, 1, 1, 3, 0, 1, 3, 3, 1, 1, 2, 3, 0, 1, 3, 2, 1, 0, 1]"
61,1000,0.2,150,3270,"[2, 2, 0, 1, 0, 2, 0, 0, 2, 0, 2, 0, 3, 0, 0, 2, 0, 2, 1, 2, 2, 0, 2, 0, 2, 2, 2, 2, 3, 0, 0, 2, 2, 2, 2, 2, 0, 0, 3, 3, 0, 0, 1, 0, 3, 3, 3, 3, 2, 2, 1, 1, 3, 3, 1, 1, 1, 3, 0, 2, 3, 3, 1, 1, 2, 3, 0, 1, 3, 1, 1, 0, 2]"
62,1000,0.2,150,3270,"[2, 2, 0, 1, 0, 2, 0, 0, 2, 0, 2, 0, 3, 0, 0, 2, 0, 2, 1, 2, 2, 0, 2, 0, 2, 2, 2, 2, 2, 0, 0, 2, 2, 2, 2, 3, 0, 0, 3, 3, 0, 0, 1, 0, 3, 3, 3, 3, 2, 2, 1, 1, 3, 3, 3, 1, 1, 3, 0, 2, 1, 3, 1, 0, 2, 3, 2, 1, 3, 2, 1, 0, 2]"
43,1000,0.2,150,3260,"[0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 2, 3, 0, 2, 3, 2, 2, 3, 0, 3, 0, 2, 0, 1, 1, 0, 3, 2, 3, 2, 1, 0, 2, 2, 2, 2, 0, 2, 2, 0, 2, 0, 1, 1, 1, 0, 2, 1, 0, 2, 3, 3, 0, 2, 2, 0, 2, 2, 2, 1, 3, 0, 3, 2, 3, 0, 3, 2, 3, 3, 3, 0, 0, 3]"
44,1000,0.2,150,3260,"[0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 2, 3, 0, 2, 3, 2, 2, 3, 0, 2, 0, 2, 0, 0, 1, 0, 3, 3, 3, 1, 2, 0, 2, 2, 2, 2, 0, 1, 2, 0, 2, 0, 1, 2, 1, 1, 1, 2, 0, 2, 3, 3, 0, 2, 2, 0, 2, 2, 2, 1, 3, 0, 1, 2, 0, 0, 3, 3, 3, 3, 3, 0, 0, 3]"
45,1000,0.2,150,3260,"[0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 2, 3, 0, 2, 3, 2, 2, 3, 1, 2, 0, 2, 0, 0, 1, 0, 3, 3, 3, 0, 2, 0, 2, 2, 2, 2, 0, 1, 2, 0, 2, 0, 1, 2, 1, 1, 1, 2, 0, 2, 3, 3, 0, 2, 2, 0, 2, 2, 2, 1, 3, 0, 1, 2, 0, 0, 3, 3, 3, 3, 3, 0, 0, 3]"
46,1000,0.2,150,3260,"[0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 2, 3, 0, 2, 3, 2, 2, 3, 1, 2, 0, 2, 0, 1, 1, 0, 1, 3, 3, 1, 2, 0, 2, 2, 3, 2, 0, 0, 2, 0, 2, 0, 0, 2, 1, 1, 1, 2, 0, 2, 3, 3, 0, 2, 2, 0, 2, 3, 2, 1, 3, 0, 1, 2, 0, 0, 3, 2, 3, 0, 3, 0, 0, 3]"
48,1000,0.2,150,3260,"[0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 2, 3, 0, 2, 3, 2, 2, 3, 1, 2, 0, 2, 1, 1, 1, 0, 1, 3, 3, 2, 2, 0, 1, 2, 3, 2, 0, 0, 2, 0, 2, 0, 0, 2, 1, 1, 1, 2, 0, 2, 3, 3, 0, 2, 2, 0, 2, 3, 2, 0, 3, 0, 1, 2, 0, 0, 3, 2, 3, 0, 3, 0, 0, 3]"
49,1000,0.2,150,3260,"[0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 2, 3, 0, 2, 3, 2, 2, 3, 1, 2, 0, 2, 1, 1, 1, 0, 1, 3, 3, 2, 2, 0, 2, 2, 3, 2, 0, 0, 2, 0, 2, 0, 0, 2, 1, 1, 1, 2, 0, 2, 3, 3, 0, 2, 2, 0, 2, 0, 2, 0, 3, 0, 1, 3, 1, 0, 3, 2, 3, 0, 3, 0, 0, 3]"
50,1000,0.2,150,3260,"[0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 2, 3, 0, 2, 3, 2, 2, 3, 1, 2, 0, 2, 1, 2, 1, 0, 1, 3, 3, 2, 2, 0, 1, 2, 3, 2, 0, 0, 2, 0, 1, 0, 0, 2, 2, 1, 1, 2, 0, 1, 3, 3, 0, 2, 2, 0, 2, 3, 2, 0, 3, 0, 1, 2, 0, 0, 3, 2, 3, 0, 3, 0, 0, 3]"
51,1000,0.2,150,3260,"[0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 2, 3, 0, 2, 3, 2, 2, 3, 1, 2, 0, 2, 1, 2, 1, 0, 1, 3, 3, 2, 2, 0, 1, 2, 3, 2, 0, 0, 2, 0, 1, 0, 0, 2, 2, 0, 1, 2, 0, 1, 3, 3, 0, 2, 2, 0, 3, 2, 2, 1, 3, 0, 1, 2, 0, 0, 3, 2, 3, 0, 3, 0, 0, 3]"
52,1000,0.2,150,3260,"[0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 2, 3, 0, 2, 3, 2, 2, 3, 1, 2, 0, 2, 1, 1, 1, 0, 1, 3, 3, 2, 3, 0, 1, 2, 3, 2, 0, 0, 2, 0, 2, 0, 0, 2, 2, 1, 1, 2, 0, 1, 2, 3, 0, 2, 2, 0, 2, 3, 2, 0, 3, 0, 1, 2, 0, 0, 3, 2, 3, 0, 3, 0, 0, 3]"
53,1000,0.2,150,3260,"[0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 2, 3, 0, 2, 3, 2, 2, 2, 1, 1, 0, 2, 1, 2, 1, 0, 1, 3, 3, 2, 2, 0, 1, 2, 3, 2, 0, 0, 2, 0, 1, 0, 0, 2, 3, 2, 1, 2, 0, 1, 1, 3, 0, 2, 2, 0, 3, 0, 2, 0, 3, 0, 1, 2, 0, 0, 3, 2, 3, 0, 3, 0, 0, 3]"
54,1000,0.2,150,3260,"[0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 2, 3, 0, 2, 3, 2, 2, 2, 1, 1, 0, 2, 2, 2, 2, 0, 1, 3, 3, 2, 2, 0, 1, 2, 3, 2, 0, 0, 2, 0, 1, 0, 0, 2, 3, 3, 1, 2, 0, 1, 1, 3, 0, 2, 2, 0, 3, 1, 2, 0, 3, 0, 1, 2, 0, 0, 3, 2, 3, 0, 3, 0, 0, 3]"
55,1000,0.2,150,3260,"[0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 2, 3, 0, 2, 3, 2, 2, 2, 0, 1, 0, 2, 2, 2, 2, 0, 0, 3, 3, 2, 3, 0, 1, 2, 3, 2, 0, 0, 2, 0, 1, 1, 0, 2, 2, 1, 1, 3, 0, 1, 1, 3, 0, 1, 2, 0, 2, 1, 2, 0, 3, 0, 1, 2, 0, 0, 3, 2, 3, 0, 3, 0, 0, 3]"
56,1000,0.2,150,3260,"[0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 2, 3, 0, 2, 2, 2, 2, 2, 1, 3, 0, 1, 2, 2, 2, 0, 2, 3, 3, 1, 1, 0, 1, 2, 3, 3, 0, 0, 2, 0, 1, 2, 0, 2, 2, 3, 2, 1, 0, 1, 1, 3, 0, 2, 1, 0, 3, 3, 2, 0, 2, 0, 0, 2, 0, 0, 3, 2, 3, 0, 3, 0, 0, 3]"
57,1000,0.2,150,3260,"[0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 2, 3, 0, 2, 2, 2, 2, 2, 1, 2, 1, 1, 2, 2, 2, 0, 2, 3, 3, 1, 1, 0, 1, 3, 3, 3, 0, 0, 2, 0, 1, 2, 0, 2, 2, 3, 2, 1, 0, 0, 1, 3, 0, 2, 1, 0, 3, 3, 2, 0, 2, 0, 0, 2, 0, 0, 3, 2, 3, 0, 3, 0, 0, 3]"
58,1000,0.2,150,3260,"[0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 2, 3, 0, 2, 2, 1, 2, 2, 1, 2, 1, 1, 2, 2, 2, 0, 0, 3, 3, 2, 1, 0, 1, 1, 3, 3, 0, 0, 2, 0, 2, 1, 0, 2, 2, 1, 2, 3, 0, 0, 1, 2, 0, 2, 2, 0, 3, 3, 1, 0, 3, 0, 0, 2, 0, 0, 3, 2, 3, 0, 3, 0, 0, 3]"
59,1000,0.2,150,3260,"[0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 2, 3, 0, 1, 1, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 0, 2, 3, 3, 1, 1, 0, 1, 3, 3, 3, 0, 0, 2, 0, 0, 2, 0, 2, 2, 3, 2, 2, 0, 0, 1, 3, 0, 2, 1, 0, 3, 3, 2, 0, 3, 0, 1, 2, 0, 0, 3, 2, 2, 0, 3, 0, 0, 3]"
60,1000,0.2,150,3260,"[0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 2, 3, 0, 0, 1, 2, 1, 2, 2, 2, 1, 1, 2, 2, 2, 0, 2, 2, 3, 1, 1, 0, 1, 3, 3, 3, 0, 0, 2, 0, 0, 2, 0, 2, 2, 1, 2, 1, 0, 0, 1, 3, 0, 2, 2, 0, 3, 3, 2, 0, 3, 0, 0, 2, 1, 0, 3, 2, 3, 0, 3, 0, 0, 3]"
61,1000,0.2,150,3260,"[0, 2, 0, 2, 0, 1, 2, 2, 0, 0, 2, 3, 0, 0, 0, 2, 1, 2, 2, 2, 2, 1, 2, 2, 3, 0, 0, 2, 3, 1, 1, 0, 0, 3, 3, 3, 1, 0, 2, 0, 1, 2, 0, 2, 2, 2, 2, 1, 0, 0, 1, 3, 0, 2, 2, 0, 3, 3, 2, 0, 1, 0, 0, 2, 1, 0, 3, 2, 3, 0, 3, 0, 0, 3]"
62,1000,0.2,150,3260,"[0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 2, 3, 0, 0, 0, 2, 1, 2, 2, 2, 2, 1, 0, 2, 2, 2, 2, 2, 3, 1, 1, 0, 1, 3, 3, 3, 0, 0, 2, 0, 2, 2, 1, 2, 2, 2, 2, 1, 0, 0, 1, 3, 0, 2, 2, 0, 3, 3, 1, 0, 3, 0, 0, 2, 1, 0, 3, 3, 3, 0, 3, 0, 0, 3]"
63,1000,0.2,150,3260,"[0, 2, 0, 2, 0, 0, 2, 2, 0, 1, 2, 3, 0, 0, 0, 2, 1, 2, 2, 2, 2, 3, 1, 2, 2, 1, 2, 2, 3, 1, 1, 0, 0, 3, 3, 2, 0, 0, 2, 0, 3, 2, 1, 2, 2, 2, 2, 1, 0, 0, 1, 3, 0, 1, 2, 0, 3, 3, 2, 0, 3, 0, 0, 2, 0, 0, 3, 2, 3, 0, 3, 0, 0, 3]"
64,1000,0.2,150,3260,"[0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 2, 3, 0, 2, 0, 3, 2, 2, 2, 2, 3, 1, 0, 2, 2, 2, 3, 1, 2, 1, 1, 0, 1, 3, 2, 3, 0, 0, 2, 0, 2, 2, 1, 2, 1, 3, 2, 0, 0, 0, 1, 3, 0, 2, 2, 0, 2, 3, 1, 0, 3, 0, 0, 2, 1, 0, 3, 3, 2, 0, 3, 0, 0, 3]"
65,1000,0.2,150,3260,"[0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 2, 3, 0, 2, 0, 2, 2, 2, 2, 2, 3, 1, 0, 2, 2, 2, 3, 1, 1, 1, 1, 0, 2, 3, 2, 3, 0, 0, 2, 0, 2, 2, 1, 0, 0, 3, 2, 1, 0, 0, 1, 3, 1, 2, 3, 0, 2, 3, 1, 0, 3, 0, 0, 2, 3, 0, 2, 3, 2, 0, 3, 0, 0, 3]"
66,1000,0.2,150,3260,"[0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 2, 3, 0, 2, 0, 2, 2, 2, 1, 2, 3, 1, 0, 2, 1, 2, 3, 0, 2, 1, 1, 0, 2, 3, 2, 3, 0, 0, 2, 0, 2, 2, 1, 1, 0, 3, 2, 1, 0, 0, 0, 3, 2, 2, 3, 0, 2, 3, 1, 0, 3, 1, 0, 2, 3, 0, 2, 3, 2, 0, 3, 0, 0, 3]"
67,1000,0.2,150,3260,"[0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 2, 3, 0, 2, 0, 1, 2, 2, 2, 0, 3, 1, 0, 1, 2, 2, 3, 2, 3, 1, 1, 0, 2, 3, 2, 2, 0, 0, 2, 0, 2, 2, 2, 1, 0, 3, 2, 2, 0, 0, 1, 2, 1, 2, 3, 0, 0, 3, 1, 0, 3, 0, 1, 2, 3, 0, 3, 3, 2, 0, 3, 0, 0, 3]"
68,1000,0.2,150,3260,"[0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 2, 3, 0, 2, 0, 2, 2, 2, 3, 2, 2, 1, 1, 2, 0, 3, 3, 2, 2, 0, 1, 0, 2, 3, 2, 3, 0, 0, 2, 0, 2, 2, 1, 1, 0, 3, 2, 1, 1, 0, 0, 2, 2, 2, 3, 0, 2, 3, 1, 0, 3, 0, 1, 2, 3, 0, 3, 3, 2, 0, 3, 0, 0, 3]"
69,1000,0.2,150,3260,"[0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 2, 3, 0, 2, 0, 2, 2, 2, 1, 2, 3, 1, 1, 2, 0, 3, 3, 2, 2, 0, 1, 0, 2, 3, 2, 3, 0, 0, 2, 0, 2, 2, 1, 1, 0, 3, 2, 1, 2, 0, 0, 2, 2, 2, 3, 0, 2, 3, 1, 0, 3, 0, 1, 2, 3, 0, 3, 3, 2, 0, 3, 0, 0, 3]"
70,1000,0.2,150,3260,"[0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 2, 3, 0, 2, 0, 2, 2, 2, 1, 2, 3, 1, 2, 2, 0, 3, 3, 2, 2, 0, 1, 0, 1, 3, 2, 2, 0, 0, 2, 0, 2, 2, 1, 1, 0, 3, 3, 1, 0, 0, 0, 2, 2, 2, 3, 0, 2, 3, 1, 0, 3, 2, 1, 2, 3, 0, 3, 3, 2, 0, 3, 0, 0, 3]"
71,1000,0.2,150,3260,"[0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 2, 3, 0, 2, 0, 2, 2, 2, 1, 2, 3, 1, 1, 2, 0, 3, 3, 2, 2, 0, 1, 0, 2, 3, 2, 3, 0, 0, 2, 0, 2, 2, 1, 1, 0, 3, 2, 1, 2, 0, 0, 2, 2, 2, 3, 0, 2, 3, 1, 0, 3, 0, 1, 2, 3, 0, 3, 3, 2, 0, 3, 0, 0, 3]"
72,1000,0.2,150,3260,"[0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 2, 3, 0, 2, 0, 2, 2, 2, 1, 2, 3, 1, 1, 2, 0, 3, 3, 2, 2, 0, 1, 0, 2, 3, 2, 3, 0, 0, 2, 0, 2, 2, 1, 1, 0, 3, 2, 1, 2, 0, 0, 2, 2, 2, 3, 0, 2, 3, 1, 0, 3, 0, 1, 2, 3, 0, 3, 3, 2, 0, 3, 0, 0, 3]"
73,1000,0.2,150,3260,"[0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 2, 3, 0, 2, 0, 2, 2, 2, 1, 2, 2, 1, 2, 2, 1, 3, 2, 3, 2, 0, 1, 0, 2, 3, 0, 3, 0, 0, 2, 0, 2, 2, 1, 1, 0, 3, 2, 1, 3, 0, 0, 2, 2, 2, 3, 0, 2, 3, 1, 0, 3, 0, 1, 2, 3, 0, 3, 3, 2, 0, 3, 0, 0, 3]"
75,1000,0.2,150,3260,"[0, 2, 0, 2, 0, 0, 2, 3, 0, 0, 3, 3, 0, 2, 0, 2, 2, 2, 1, 1, 2, 1, 2, 2, 1, 3, 2, 1, 2, 0, 0, 0, 2, 3, 0, 1, 0, 0, 2, 0, 2, 2, 1, 1, 0, 3, 2, 1, 3, 0, 2, 2, 2, 2, 3, 0, 2, 3, 1, 0, 3, 0, 0, 2, 2, 0, 3, 3, 2, 0, 3, 0, 0, 3]"
78,1000,0.2,150,3260,"[0, 2, 0, 3, 0, 0, 2, 2, 0, 0, 3, 0, 0, 2, 0, 2, 2, 0, 1, 2, 3, 1, 1, 2, 0, 3, 2, 0, 1, 0, 2, 0, 2, 2, 2, 2, 0, 0, 2, 1, 1, 1, 3, 1, 0, 3, 2, 0, 2, 0, 0, 0, 2, 2, 3, 1, 2, 3, 1, 0, 2, 2, 1, 2, 3, 1, 3, 2, 1, 0, 3, 1, 0, 1]"
79,1000,0.2,150,3260,"[0, 2, 0, 3, 0, 0, 2, 2, 0, 0, 3, 0, 0, 2, 0, 2, 2, 0, 1, 2, 3, 1, 1, 2, 0, 3, 2, 0, 1, 0, 2, 0, 2, 2, 2, 2, 0, 0, 2, 1, 1, 1, 3, 1, 0, 3, 2, 0, 2, 0, 0, 0, 2, 2, 3, 2, 2, 3, 1, 0, 1, 2, 1, 2, 3, 1, 3, 1, 2, 0, 3, 0, 0, 1]"
80,1000,0.2,150,3260,"[0, 2, 0, 3, 0, 0, 2, 2, 0, 0, 3, 0, 0, 2, 0, 2, 2, 0, 1, 2, 3, 1, 1, 2, 0, 3, 2, 0, 1, 0, 2, 1, 2, 2, 2, 2, 0, 0, 2, 1, 2, 2, 3, 1, 0, 3, 2, 0, 2, 0, 0, 0, 2, 2, 3, 2, 2, 3, 1, 0, 1, 2, 2, 2, 3, 2, 3, 3, 1, 0, 3, 1, 0, 0]"
81,1000,0.2,150,3260,"[0, 2, 0, 3, 0, 0, 2, 2, 0, 0, 3, 0, 0, 2, 0, 2, 2, 0, 2, 1, 3, 1, 1, 2, 0, 3, 2, 0, 0, 0, 2, 1, 2, 2, 2, 2, 0, 0, 2, 1, 2, 2, 3, 1, 0, 3, 2, 0, 2, 0, 1, 1, 2, 2, 3, 2, 2, 3, 1, 1, 1, 2, 1, 2, 3, 2, 3, 3, 3, 0, 3, 1, 0, 0]"
82,1000,0.2,150,3260,"[0, 2, 0, 3, 0, 0, 2, 2, 0, 0, 3, 0, 0, 2, 0, 2, 2, 0, 2, 1, 3, 1, 1, 2, 0, 3, 2, 0, 0, 0, 2, 1, 2, 3, 2, 2, 0, 0, 2, 1, 2, 2, 3, 1, 0, 2, 2, 0, 2, 0, 1, 1, 2, 2, 3, 2, 3, 3, 1, 1, 1, 2, 0, 2, 3, 2, 3, 3, 3, 0, 3, 1, 0, 0]"
83,1000,0.2,150,3260,"[0, 2, 0, 3, 0, 0, 2, 2, 0, 0, 3, 0, 0, 2, 0, 2, 2, 0, 2, 1, 3, 1, 1, 2, 0, 2, 2, 0, 0, 0, 2, 1, 2, 3, 2, 2, 0, 0, 3, 1, 2, 2, 3, 1, 0, 2, 2, 0, 2, 0, 1, 1, 2, 2, 3, 3, 3, 3, 1, 1, 1, 2, 0, 2, 3, 3, 3, 3, 3, 0, 3, 1, 0, 0]"
84,1000,0.2,150,3260,"[0, 2, 0, 3, 0, 0, 2, 2, 0, 0, 3, 0, 0, 2, 0, 2, 2, 0, 1, 2, 3, 1, 1, 2, 2, 3, 2, 0, 2, 0, 3, 1, 2, 2, 1, 2, 0, 0, 3, 1, 2, 2, 2, 2, 0, 3, 2, 0, 2, 0, 0, 0, 3, 2, 2, 2, 1, 3, 1, 0, 2, 2, 1, 2, 3, 2, 3, 3, 1, 0, 3, 1, 3, 1]"
85,1000,0.2,150,3260,"[0, 2, 0, 3, 0, 0, 2, 2, 0, 0, 3, 0, 0, 2, 0, 2, 2, 0, 1, 2, 3, 1, 1, 2, 2, 3, 2, 0, 2, 0, 3, 1, 2, 2, 1, 2, 0, 0, 3, 1, 2, 2, 2, 2, 0, 3, 2, 0, 2, 0, 0, 0, 3, 2, 2, 2, 1, 2, 1, 0, 2, 3, 1, 2, 3, 2, 3, 3, 1, 0, 3, 1, 3, 1]"
86,1000,0.2,150,3260,"[0, 2, 0, 3, 0, 0, 2, 2, 0, 0, 3, 0, 0, 2, 0, 2, 2, 0, 1, 2, 3, 1, 1, 2, 2, 3, 2, 0, 2, 0, 3, 1, 2, 2, 1, 2, 0, 0, 3, 1, 2, 2, 2, 2, 0, 3, 2, 0, 2, 0, 0, 0, 2, 1, 2, 2, 1, 2, 1, 0, 2, 3, 1, 3, 3, 2, 3, 3, 1, 0, 3, 1, 3, 1]"
87,1000,0.2,150,3260,"[0, 2, 0, 3, 0, 0, 0, 2, 0, 0, 3, 2, 0, 2, 0, 2, 2, 0, 1, 2, 3, 1, 1, 2, 2, 3, 2, 0, 2, 0, 3, 1, 2, 2, 1, 2, 0, 0, 3, 1, 2, 2, 2, 2, 0, 3, 2, 0, 2, 0, 0, 0, 2, 1, 3, 2, 1, 1, 1, 0, 2, 3, 2, 2, 3, 2, 3, 3, 1, 0, 3, 1, 3, 1]"
88,1000,0.2,150,3260,"[0, 2, 0, 3, 0, 0, 0, 2, 0, 0, 3, 2, 0, 2, 0, 2, 2, 0, 1, 2, 3, 1, 1, 2, 2, 3, 2, 0, 2, 0, 3, 1, 2, 2, 1, 2, 0, 0, 3, 1, 2, 2, 2, 2, 0, 3, 2, 0, 2, 0, 0, 0, 1, 1, 3, 2, 1, 1, 1, 0, 2, 3, 2, 2, 3, 2, 3, 3, 1, 0, 3, 1, 3, 1]"
89,1000,0.2,150,3260,"[0, 2, 0, 3, 0, 0, 0, 2, 0, 0, 3, 2, 0, 2, 0, 2, 2, 0, 1, 2, 3, 1, 1, 2, 2, 3, 2, 0, 2, 0, 3, 1, 2, 2, 1, 2, 0, 0, 3, 1, 2, 2, 2, 2, 0, 3, 2, 0, 2, 0, 0, 0, 2, 1, 3, 1, 1, 2, 0, 0, 1, 3, 3, 1, 2, 2, 2, 3, 1, 0, 3, 1, 3, 2]"
90,1000,0.2,150,3260,"[0, 2, 0, 3, 0, 0, 0, 2, 0, 0, 3, 2, 0, 2, 0, 2, 2, 0, 1, 2, 3, 1, 1, 2, 2, 3, 2, 0, 2, 0, 3, 1, 2, 2, 2, 2, 0, 1, 3, 1, 2, 2, 2, 0, 0, 3, 2, 0, 2, 0, 0, 0, 2, 1, 3, 2, 1, 2, 1, 0, 1, 3, 3, 1, 2, 2, 2, 3, 1, 1, 3, 1, 3, 2]"
